lower_95,pred,upper_95,date,state
54.05715307121896,66.11194974035429,80.85497755889445,2025-12-07,AL
53.459041580784955,66.90250688010406,83.72663060332867,2025-12-14,AL
49.55957906209101,64.49776297984818,83.93859488178543,2025-12-21,AL
235.63105670925785,287.2319247626798,350.13287193577423,2025-12-07,BA
240.98783680434445,292.86950045093147,355.9206366253912,2025-12-14,BA
236.3457490914527,299.37780141886475,379.22013967643863,2025-12-21,BA
44.452247581715376,65.61154372315798,96.84267734319474,2025-12-07,CE
36.48292444450422,55.02445377665244,82.9892493411408,2025-12-14,CE
33.92220203819647,52.22804794985537,80.41249767868604,2025-12-21,CE
15.5505242200243,20.417396173151307,26.807460674194697,2025-12-07,MA
18.211616372672733,23.619564189595074,30.633404585851547,2025-12-14,MA
19.753233025026258,26.079896715463136,34.432895710160366,2025-12-21,MA
78.10836981260832,98.92929966749183,125.3003532935157,2025-12-07,PB
77.59271406835886,96.89642904139598,121.00257187424437,2025-12-14,PB
77.95371903967474,95.94807034706379,118.09612571068828,2025-12-21,PB
176.42879664246763,220.15022664319665,274.70641535501306,2025-12-07,PE
160.7004377791953,200.3992845174577,249.9051887480804,2025-12-14,PE
145.77719913314897,188.7859029429704,244.48348138065074,2025-12-21,PE
30.838410231764634,49.9836537469966,81.01473529677102,2025-12-07,PI
37.796940481810054,50.79370565532921,68.2595072858307,2025-12-14,PI
34.30451630563583,46.10759519804825,61.97173328451275,2025-12-21,PI
75.38834537276499,93.69084003048755,116.43674446248774,2025-12-07,RN
73.91911156875778,91.70881275187946,113.77986230984442,2025-12-14,RN
72.94616737650952,90.636014275652,112.6157463678015,2025-12-21,RN
1343.039664478721,1886.4153956848559,2649.6336178262086,2025-12-07,MG
1331.9039781580364,1931.5517900432108,2801.172140636436,2025-12-14,MG
1130.8676069043324,1713.0139703314296,2594.836782515506,2025-12-21,MG
179.60090289043683,216.7093262079965,261.4849441718729,2025-12-07,RJ
188.43251773582764,229.3620390253037,279.18188207619806,2025-12-14,RJ
191.50332699615726,236.83337932298778,292.89334259279855,2025-12-21,RJ
287.97877065963957,388.98147632696407,525.4088298902174,2025-12-07,ES
261.1891117379498,363.464341930283,505.78803601643057,2025-12-14,ES
255.48152508208366,354.4328499250312,491.7093127012545,2025-12-21,ES
86.55591295808537,120.13053177661246,166.72858238951346,2025-12-07,AM
91.04354779731493,126.79871070555728,176.59585358409967,2025-12-14,AM
98.89277749397237,138.70087790437043,194.53325125402247,2025-12-21,AM
13.532743595304103,18.449108103825896,25.151558324415713,2025-12-07,AP
14.568579092028171,18.920834505070875,24.573294080832817,2025-12-14,AP
