pred,lower,upper,date,state
108.21517775614204,56.83121284438426,206.05797607837934,2025-03-09,AL
112.73326040945295,51.37413503367874,247.37716740562493,2025-03-16,AL
115.98913534348107,47.69344090838968,282.0823841074922,2025-03-23,AL
1259.3586862236132,1014.4245178932138,1563.4325399199568,2025-03-09,BA
1039.7069149655872,838.1223049106262,1289.7765191233404,2025-03-16,BA
1213.0440154594353,981.2444575348256,1499.6016254081374,2025-03-23,BA
102.02820130607374,63.016851882576404,165.19000157529146,2025-03-09,CE
103.3842940686973,52.278608740345284,204.44905703533612,2025-03-16,CE
103.43491657632293,44.4218937995979,240.8447963838886,2025-03-23,CE
196.39692723475446,120.60619714238544,319.81568062971365,2025-03-09,MA
138.4541042109097,84.11035456049339,227.90938253694344,2025-03-16,MA
185.22239871359488,113.068758799126,303.4201255022806,2025-03-23,MA
678.1934799898398,515.9119312908438,891.5211461574744,2025-03-09,PB
350.71091646081123,256.4541234655089,479.61072047774803,2025-03-16,PB
496.20470718277323,361.06704264864396,681.9207580514034,2025-03-23,PB
263.02942631161613,159.44542687742043,433.90695149260085,2025-03-09,PE
261.84489477470834,134.57755416303087,509.4664511179874,2025-03-16,PE
262.321512870574,115.18768916185631,597.3952304747993,2025-03-23,PE
399.7078232156575,284.8376599053586,560.9031614460109,2025-03-09,PI
431.59634826486865,308.846657619865,603.1323416970291,2025-03-16,PI
562.6662925040195,403.5577656854933,784.5056733884066,2025-03-23,PI
131.6150632160419,71.54680693385933,242.11457656490973,2025-03-09,RN
133.75716376745115,59.35468470758109,301.42488242090866,2025-03-16,RN
133.40823473929288,50.50788866724294,352.3757885329516,2025-03-23,RN
7584.5730524492365,3704.0988205314015,15530.2952688736,2025-03-09,MG
6816.26247511539,2864.4006692054672,16220.298587820718,2025-03-16,MG
7542.330820190792,2797.927116411619,20331.74983991647,2025-03-23,MG
2261.3778392016534,1291.4020373283695,3959.9052687045014,2025-03-09,RJ
2307.890286431179,1103.1543924065256,4828.297481174839,2025-03-16,RJ
2398.599450065014,982.35653130035,5856.61024133116,2025-03-23,RJ
312.5496009708906,252.72616954230375,386.53398357589197,2025-03-09,ES
256.4675738560856,207.38824191933497,317.16174374635267,2025-03-16,ES
218.363157130671,178.62163703237252,266.9467662723994,2025-03-23,ES
135.1886966301758,105.71863004873825,172.8738226000482,2025-03-09,AM
130.52206663939916,103.82943762818188,164.07687712637437,2025-03-16,AM
148.61017706549436,116.93820079378443,188.86030892833315,2025-03-23,AM
118.05338615199399,68.4124270209225,203.7144797931169,2025-03-09,AP
113.38855554955813,67.4906407385744,190.4999624972712,2025-03-16,AP
126.9315676715049,76.09538961509128,211.72929073682744,2025-03-23,AP
4.458702309062363,2.6480696949132296,7.507365202292934,2025-03-09,RR
5.3267325615701075,3.264159872315566,8.692613380594901,2025-03-16,RR
6.457081648126431,3.9944334712701104,10.438001711745551,2025-03-23,RR
56.86120327862675,39.428985215342024,82.00049838044677,2025-03-09,RO
52.90105693353251,36.53175308741986,76.60518831352093,2025-03-16,RO
52.019031388912055,35.77273096184574,75.64364122847498,2025-03-23,RO
450.3544360255115,318.1591671493347,637.4768951813953,2025-03-09,AC
395.66780014041456,280.63217673290495,557.858367812741,2025-03-16,AC
397.8534224134206,281.69561725456987,561.9091531091395,2025-03-23,AC
720.7090377894827,522.3388947526086,994.4147800776959,2025-03-09,PA
612.7477210830342,439.5487419476223,854.1937079123583,2025-03-16,PA
