pred,lower,upper,date,state
66.59524950202545,52.69414087087259,84.16357460129856,2025-01-12,AL
85.79944685192298,68.85951944348344,106.90671587009776,2025-01-19,AL
89.62181862233965,72.85155908389197,110.25255291964638,2025-01-26,AL
603.1782825844869,476.7748065225775,763.0940972640136,2025-01-12,BA
623.3965477601525,493.005618144806,788.2734830115655,2025-01-19,BA
685.8997717261196,534.8202178655976,879.657277601594,2025-01-26,BA
79.76882919420078,55.7586167687228,114.11807680607441,2025-01-12,CE
87.10472826491728,57.724545450466344,131.43860426957735,2025-01-19,CE
106.42952272975865,68.43538486753677,165.51734647812927,2025-01-26,CE
44.77902357070064,29.73152129690491,67.44225873682767,2025-01-12,MA
41.55188925716019,28.153125847500196,61.32745295111202,2025-01-19,MA
49.87958064362156,32.31169159849002,76.9991430996393,2025-01-26,MA
108.10609841606659,80.13558188289157,145.83944160813982,2025-01-12,PB
122.82165339283871,91.3508769625553,165.13424986969756,2025-01-19,PB
145.97485353531422,108.84003364351932,195.77959645297503,2025-01-26,PB
189.9385909662541,131.16191071328046,275.0544585852326,2025-01-12,PE
238.9335079776574,165.44693344985103,345.06061879843605,2025-01-19,PE
280.29092751748954,195.08063489785619,402.72067030000176,2025-01-26,PE
49.780997900488465,31.42458056715122,78.86016956289615,2025-01-12,PI
76.61338931930602,47.89599630870804,122.54910379480697,2025-01-19,PI
82.80111388534677,53.11094213700798,129.08873736353567,2025-01-26,PI
113.15408103776203,101.20895993988306,126.5090172165167,2025-01-12,RN
106.42124623934167,94.127870097818,120.32017339142078,2025-01-19,RN
102.78953265462022,90.85305528406617,116.29425108841934,2025-01-26,RN
3443.518768007443,2617.3136049547174,4530.531413267403,2025-01-12,MG
4990.011575447323,3545.7420282964076,7022.56828736688,2025-01-19,MG
6503.879978901395,4449.058540301344,9507.7316687969,2025-01-26,MG
1439.9243828328895,1045.7615739000707,1982.6529105905,2025-01-12,RJ
1526.4399989300916,1098.833109453422,2120.448546997904,2025-01-19,RJ
1677.8222201115068,1206.2199035274418,2333.8094439227275,2025-01-26,RJ
35.53601564996351,13.259483524412271,95.23812944519837,2025-01-12,ES
17.21556236479981,3.5330149855481654,83.88744139174014,2025-01-19,ES
7.6516484609595405,0.7803121983953293,75.03115328775421,2025-01-26,ES
120.93897214048752,86.1180512742768,169.83936312974174,2025-01-12,AM
129.00576752212734,92.05144120480179,180.79551863773557,2025-01-19,AM
131.98662261620703,89.68450408639038,194.24167783603326,2025-01-26,AM
31.76785698673361,18.153045218917615,55.59379847067516,2025-01-12,AP
31.797694292238685,18.0375962767171,56.054772863931206,2025-01-19,AP
43.113992992172705,24.750771086729717,75.10135281101334,2025-01-26,AP
5.246711708997877,1.981755366367936,13.89070731156255,2025-01-12,RR
6.388678930490901,2.3882072151762896,17.090317045158702,2025-01-19,RR
7.079044671277318,2.611250311778115,19.191141206151052,2025-01-26,RR
29.66855352594323,17.181432603150736,51.2310637100391,2025-01-12,RO
35.904393945085744,19.540575557772126,65.97172640859951,2025-01-19,RO
39.38098938977059,20.195948290067193,76.79076530810741,2025-01-26,RO
448.28913647659607,316.84912790067006,634.2550197768974,2025-01-12,AC
487.0887961648303,338.6468476887987,700.5985644588983,2025-01-19,AC
419.26719281988136,278.1490657584838,631.9811950319373,2025-01-26,AC
545.3691042966592,388.09309717185334,766.3817318287292,2025-01-12,PA
582.6437606922885,424.98856678191777,798.7832577337384,2025-01-19,PA
566.9541847751159,405.66431813224324,792.3720013482437,2025-01-26,PA
404.3624519504848,294.3715106549935,555.4511446559187,2025-01-12,DF
507.9917900030846,366.14720473577535,704.7866414732292,2025-01-19,DF
590.6383572729195,423.99608409261396,822.7756863099999,2025-01-26,DF
3235.819910984079,2697.17952591132,3882.029503684313,2025-01-12,GO
3143.5358641937005,2608.8058383842686,3787.870137392906,2025-01-19,GO
3097.1983450997377,2551.5415959376014,3759.545838547695,2025-01-26,GO
820.0836013686687,657.2483717444863,1023.2617411416925,2025-01-12,MT
1008.8104106427443,808.0681746044482,1259.4215149227336,2025-01-19,MT
1352.58957479174,1062.971988239544,1721.1164339948875,2025-01-26,MT
47.176630638827284,26.549914637748856,83.82831013957062,2025-01-12,MS
53.99981792352483,25.20053477034871,115.71104987838648,2025-01-19,MS
62.802695379574054,25.354797945049942,155.55945488059385,2025-01-26,MS
148.18705430115713,98.91953631641393,221.9925798298583,2025-01-12,RS
127.25335100437783,86.14316672694983,187.9825870944826,2025-01-19,RS
103.8478435235855,67.8398478041109,158.96814267094496,2025-01-26,RS
