pred,lower,upper,date,state
96.58497355711573,79.57111425407055,117.23672848469036,2025-02-23,AL
117.67571595488714,95.86867786264077,144.44315321982305,2025-03-02,AL
112.17501612519396,91.32886198676228,137.77938286925558,2025-03-09,AL
2186.120027244256,1491.501438705379,3204.234772758044,2025-02-23,BA
2577.3422879043724,1785.1128934747096,3721.1614421148392,2025-03-02,BA
2952.96093082955,2015.542758484186,4326.367288562853,2025-03-09,BA
170.91564914477334,120.6705745539304,242.0818764687632,2025-02-23,CE
200.12266726545835,139.00846554115887,288.10534522146247,2025-03-02,CE
227.2031923053283,155.16602463135365,332.6842375215503,2025-03-09,CE
176.05639304569848,104.80486045806622,295.74824485037414,2025-02-23,MA
192.61785083802587,116.49223013038488,318.49022393968824,2025-03-02,MA
279.43025967615466,172.42116808791258,452.85199542826336,2025-03-09,MA
443.3869162025817,355.5898457363044,552.8615617596187,2025-02-23,PB
482.1566442632376,377.89777809209056,615.1796678479914,2025-03-02,PB
490.06154496461164,377.27644646142045,636.563241902938,2025-03-09,PB
420.0550122525414,296.12019813711396,595.8601082550334,2025-02-23,PE
466.9811420512177,330.7560150934205,659.3119310917634,2025-03-02,PE
486.80993162033644,345.2596538756653,686.39328940977,2025-03-09,PE
543.9026237336769,375.7186026178289,787.3713519723917,2025-02-23,PI
545.3203342734714,377.7845551024927,787.1530557713062,2025-03-02,PI
582.6820164141128,381.3196788672458,890.377158768713,2025-03-09,PI
181.7679214182074,163.28827455684507,202.33894531841383,2025-02-23,RN
190.68408389584422,170.42130027906836,213.35607574673134,2025-03-02,RN
200.6351884419296,176.74129940700558,227.75932380370975,2025-03-09,RN
10872.869046108177,5689.872949555388,20777.13902259541,2025-02-23,MG
11382.428964772876,5591.381662184116,23171.31917757366,2025-03-02,MG
11851.662670534466,5559.8783022285825,25263.48607303839,2025-03-09,MG
3156.4873206188863,2506.769691471373,3974.602149980389,2025-02-23,RJ
3377.126741879798,2789.57103426376,4088.4368566472913,2025-03-02,RJ
4109.235069132649,3389.389222191172,4981.963341015544,2025-03-09,RJ
243.5615174341359,169.89940344183708,349.160806766029,2025-02-23,ES
180.75065339350346,131.6727953529117,248.1210990821117,2025-03-02,ES
129.77742476244947,95.8734085323051,175.671025321877,2025-03-09,ES
199.27359204237226,162.01312812182206,245.10337492904162,2025-02-23,AM
206.6465862371495,168.54368155290302,253.36346761871326,2025-03-02,AM
175.94241793439005,141.596722948454,218.61900320863012,2025-03-09,AM
235.12492138620624,115.51868466493221,478.5695822041507,2025-02-23,AP
215.42822662680416,105.66282050872613,439.2209161569464,2025-03-02,AP
200.10377327841817,96.68260465619464,414.154337511376,2025-03-09,AP
5.238917344273244,2.5075044508122604,10.945645552587674,2025-02-23,RR
7.452786118390118,3.605845288108281,15.403883552532626,2025-03-02,RR
6.96133002670247,3.373355384028296,14.365553054419273,2025-03-09,RR
134.02730457309022,108.05017005816902,166.24979267924616,2025-02-23,RO
142.93176239628042,114.95561110237485,177.71632463867363,2025-03-02,RO
147.16624828142346,115.4157276355734,187.65124196604017,2025-03-09,RO
1197.3209550918393,756.3571665657385,1895.3710401280837,2025-02-23,AC
1265.323004598195,792.8433003269638,2019.3678943936882,2025-03-02,AC
1261.0295857273627,802.731998919814,1980.9794778575538,2025-03-09,AC
1225.2417860920582,857.8512734680124,1749.9740115989161,2025-02-23,PA
1105.7731350920699,803.5601062715688,1521.6462548952288,2025-03-02,PA
961.9540291841527,672.1344333704558,1376.74177712244,2025-03-09,PA
546.3928628515455,378.7096306061248,788.3220717077784,2025-02-23,DF
524.3655166741655,375.80839063569124,731.6473019984006,2025-03-02,DF
503.44001399344484,358.894788476578,706.2009698317491,2025-03-09,DF
7419.0321802670915,5269.865745224434,10444.675662130083,2025-02-23,GO
8055.847230271785,5712.273455885693,11360.918747790462,2025-03-02,GO
8346.311330269582,5763.192130536067,12087.209873273274,2025-03-09,GO
2163.253216883748,1566.6928267865615,2986.970004807086,2025-02-23,MT
2260.1362255540616,1655.7732834250426,3085.0937197725416,2025-03-02,MT
2260.8530245536945,1651.5205250193737,3095.000226275496,2025-03-09,MT
279.7984652668862,187.78065054310855,416.9076043739267,2025-02-23,MS
341.1698675945679,234.48114000888557,496.40187927303725,2025-03-02,MS
366.7786457731962,254.2245761888933,529.1643200351493,2025-03-09,MS
688.5589362947114,286.12247871530036,1657.0295730698601,2025-02-23,RS
730.6798760732028,278.044670699219,1920.1701653037662,2025-03-02,RS
691.8317542481188,278.49412390043574,1718.6401259839306,2025-03-09,RS
768.9355840484535,471.1228620122302,1255.005817146244,2025-02-23,SC
806.2943801413257,491.67718218283505,1322.230624088092,2025-03-02,SC
740.9391335279697,449.85868687503717,1220.3627841595473,2025-03-09,SC
3922.5583823174734,3056.4081513532756,5034.1654323479215,2025-02-23,PR
5311.150644177742,4107.215066576573,6867.992230234417,2025-03-02,PR
5615.622389391913,4317.674513873488,7303.749904934069,2025-03-09,PR
72109.62341494855,53201.511890399626,97737.78233516734,2025-02-23,BR
85449.01092467179,63775.659711218475,114487.77638783562,2025-03-02,BR
94420.17619378753,70732.15268442666,126041.26036204696,2025-03-09,BR
23.71752838674815,13.730799032522906,40.9678381748805,2025-02-23,SE
26.10992582404759,14.699273267180663,46.37836266772277,2025-03-02,SE
27.24450589322666,14.404506546073453,51.52992218038851,2025-03-09,SE
41665.590942806346,26917.938771847326,64493.10563217861,2025-02-23,SP
44433.14495243861,29024.429986082836,68022.15827532517,2025-03-02,SP
46111.80100540176,29277.249779749614,72626.29543272471,2025-03-09,SP
93.64101603527901,84.41874746800407,103.87076505065205,2025-02-23,TO
97.11058818964014,87.49791916662019,107.77932124968211,2025-03-02,TO
98.95894568563526,89.37460805175859,109.57108674022113,2025-03-09,TO
