pred,lower,upper,date,state
50.7989521238712,31.631836118314492,81.58026385920914,2025-02-16,AL
51.90269088684749,31.027087546780873,86.82378960751467,2025-02-23,AL
51.5108137778859,29.29111029335438,90.58598016552617,2025-03-02,AL
1911.5410363339986,1337.5691983790837,2731.8131562964345,2025-02-16,BA
2049.167331521916,1440.714985022851,2914.58532480666,2025-02-23,BA
2281.489217519135,1604.2921837514634,3244.5418000381283,2025-03-02,BA
118.61466814972526,75.860776686896,185.46395271352085,2025-02-16,CE
133.74309443018052,74.73764244817322,239.33341649308855,2025-02-23,CE
150.90524545361973,77.27076839653883,294.7090287565621,2025-03-02,CE
133.81584410968983,107.7164383427617,166.23906629560497,2025-02-16,MA
144.87148246087878,113.1833533720287,185.43138902614862,2025-02-23,MA
154.95631421735354,121.06785529302996,198.33059120201966,2025-03-02,MA
274.3622410033896,141.49826323709152,531.9827789142078,2025-02-16,PB
289.45992862039543,128.186320257236,653.6348817002154,2025-02-23,PB
303.7318370412485,116.77261795385475,790.0227848698853,2025-03-02,PB
343.9432097657242,309.4404072612881,382.2930967256009,2025-02-16,PE
365.69959413889575,328.36489904027604,407.27919928174015,2025-02-23,PE
371.87035931160653,332.1222245171802,416.3755205950992,2025-03-02,PE
376.4520459356168,259.9237471044245,545.221990940971,2025-02-16,PI
405.1463088933069,291.13896215987273,563.7978867278332,2025-02-23,PI
421.0632193282662,295.5678010945064,599.8428584390847,2025-03-02,PI
182.93254770034707,153.4211741190096,218.12058994009075,2025-02-16,RN
195.32865672446312,163.09819949174533,233.92829753288692,2025-02-23,RN
213.85427961078264,172.53619026770997,265.06701484996114,2025-03-02,RN
9944.199953470532,4747.6045745380325,20828.84350667,2025-02-16,MG
11126.995701074184,4647.70689566045,26638.950370842962,2025-02-23,MG
12071.334542270153,4687.45665470505,31086.605885761197,2025-03-02,MG
2894.5553787808362,2136.5832587276627,3921.4249229952516,2025-02-16,RJ
3093.539425313669,2304.7961234485597,4152.205081658545,2025-02-23,RJ
3441.144500818497,2590.990889725091,4570.249753664623,2025-03-02,RJ
577.063540867018,388.357516287662,857.4633327073831,2025-02-16,ES
466.52304791663397,300.77568482041306,723.6082077824094,2025-02-23,ES
391.5252518575048,248.02587312265294,618.0485161170145,2025-03-02,ES
234.1001131870932,197.2557487203795,277.82644282725477,2025-02-16,AM
227.08407033122342,190.92761727270735,270.0875637312393,2025-02-23,AM
210.460745674403,173.1075677094292,255.87399820772282,2025-03-02,AM
204.28439654273149,90.50377970543252,461.109080821328,2025-02-16,AP
201.03921807838935,77.45294758527298,521.8234872349142,2025-02-23,AP
197.85911807939394,67.4409743582073,580.4813910193952,2025-03-02,AP
4.244764999677453,2.3618639357752644,7.628733234614733,2025-02-16,RR
3.89539724969193,2.1665369902884484,7.003859062146543,2025-02-23,RR
4.451253954362293,2.531861256249423,7.825729675083752,2025-03-02,RR
64.5171297881612,58.61640437719763,71.01186229910881,2025-02-16,RO
70.92027935210942,62.945393841057935,79.90554536971504,2025-02-23,RO
70.62817529739777,62.42659558287352,79.90727508466726,2025-03-02,RO
1040.9510280901843,664.0074527673639,1631.8778326448166,2025-02-16,AC
