lower_95,pred,upper_95,date,state
4.020712267023585,15.301570378735411,58.23297975727032,2026-02-08,AL
4.0533584556846,17.706044508391212,77.34426045973292,2026-02-15,AL
4.513767757995165,20.657449887514094,94.53969693041813,2026-02-22,AL
115.08603600835923,226.75349589353135,446.7713867232604,2026-02-08,BA
84.68773230618875,170.51497534320237,343.32430476672664,2026-02-15,BA
66.14671299922277,137.72877723030186,286.77488596564126,2026-02-22,BA
14.2473488333147,27.51891638084698,53.15310010556271,2026-02-08,CE
16.638662483975885,33.570512955079394,67.7325681167286,2026-02-15,CE
21.019127687896564,40.5792148147453,78.3416276561014,2026-02-22,CE
9.098541298929606,18.75639033664496,38.66577805191432,2026-02-08,MA
10.459411257250824,22.28805131264408,47.49380429712869,2026-02-15,MA
13.076446441876918,28.15522791992609,60.621734103872,2026-02-22,MA
8.408897734358993,16.57321243880569,32.66437281303454,2026-02-08,PB
8.445391098353882,17.15722342431935,34.85573518192536,2026-02-15,PB
10.187569474292616,21.23494832120406,44.26208148489877,2026-02-22,PB
73.46405779127909,125.02952749510428,212.78953566739617,2026-02-08,PE
68.51472171582299,113.47521739717344,187.93953534167252,2026-02-15,PE
60.33166899830078,99.41349046999709,163.81184627440942,2026-02-22,PE
4.328273175725893,11.97928477704985,33.1548536664605,2026-02-08,PI
5.943362846243147,16.68138803717276,46.820077125633766,2026-02-15,PI
7.4711722759848715,20.74477363356722,57.60081781158181,2026-02-22,PI
38.0764716658756,73.8700907979457,143.31134361346713,2026-02-08,RN
49.18834015497481,92.38048015596856,173.4995140506723,2026-02-15,RN
39.19992762444554,79.81079434565991,162.4942513953255,2026-02-22,RN
3516.19671455451,5984.128216817292,10184.23979724521,2026-02-08,MG
1789.130148187117,3083.2954327854295,5313.59372344623,2026-02-15,MG
1148.7392566376532,2087.938180811112,3795.017730698071,2026-02-22,MG
34.203340753081335,57.817234976090596,97.73409809330751,2026-02-08,RJ
40.102582740715064,64.99460238973946,105.33731373644196,2026-02-15,RJ
39.57859759273259,62.992427661574446,100.2573659514227,2026-02-22,RJ
47.75746708252444,89.61605953889948,168.16298304518577,2026-02-08,ES
55.69212133390993,101.43811631372905,184.76027119858364,2026-02-15,ES
24.362277073355706,58.10301116145779,138.57324977724164,2026-02-22,ES
1.8681984264866953,4.50548421573406,10.865755869628616,2026-02-08,AM
1.9173444224538982,4.803205116806129,12.03267348522892,2026-02-15,AM
1.663411350853362,4.375985172258815,11.512032918378896,2026-02-22,AM
0.6290993770810283,2.405386261926909,9.19708917200451,2026-02-08,AP
0.5113509620680502,1.9677238782898874,7.571976095503896,2026-02-15,AP
0.49026755303767816,1.8739351771371584,7.162687039666676,2026-02-22,AP
0.7257247491965652,1.6236254384172242,3.6324509632528867,2026-02-08,RR
0.6958075281215866,1.56902438918609,3.5381013202125007,2026-02-15,RR
0.7081381350721476,1.5949282473575037,3.592231498674629,2026-02-22,RR
18.10625798450581,117.05994065112118,756.8118004819214,2026-02-08,RO
34.923044039819246,212.6174881478984,1294.4517727256994,2026-02-15,RO
58.84089109179062,349.3851297988404,2074.5771632541355,2026-02-22,RO
2.4886172909885595,5.7311306609113535,13.198437048305953,2026-02-08,AC
2.206293812203064,5.727576273217112,14.868885451281988,2026-02-15,AC
2.04116578932505,5.744305257544708,16.16578284058291,2026-02-22,AC
10.28920053997288,19.649169212205347,37.52379489834456,2026-02-08,PA
12.36399777789867,24.122959999666957,47.06545646471574,2026-02-15,PA
9.485264126099233,20.937092729995168,46.2150390497023,2026-02-22,PA
5.546275645821373,11.208421620391825,22.65100460975411,2026-02-08,DF
5.421927111060689,11.229493182085665,23.257693167667696,2026-02-15,DF
5.134907357240283,10.74941937078565,22.50284353155755,2026-02-22,DF
7.032356047821082,267.86768561942904,10203.279883893438,2026-02-08,GO
1.6196136232361904,119.19689438315955,8772.40066813029,2026-02-15,GO
0.9913527561596143,100.02007090007496,10091.276309767278,2026-02-22,GO
38.764552406442064,84.55473262867325,184.43403486114502,2026-02-08,MT
