pred,lower,upper,date,state
90.63557340007587,71.46978236004547,114.94098476719236,2025-01-19,AL
93.91176809761313,75.06686481583115,117.48752540628156,2025-01-26,AL
110.96286121186625,89.47132285910156,137.6167935698669,2025-02-02,AL
585.690973714752,401.10480977826694,855.222645872946,2025-01-19,BA
651.2242714778839,416.1353324952567,1019.1229118155559,2025-01-26,BA
719.5087115935062,448.33893822235035,1154.6906635225184,2025-02-02,BA
51.361037985343586,32.486770981720866,81.20093635702327,2025-01-19,CE
51.812630053377916,27.013408568472517,99.37837449293049,2025-01-26,CE
53.627679360647846,23.89123452082803,120.37586383831534,2025-02-02,CE
28.564677952831364,11.354393043057884,71.8612455509314,2025-01-19,MA
29.620385504438662,9.306825461167639,94.27137546442013,2025-01-26,MA
28.894816529270244,7.560036867692618,110.43734797486636,2025-02-02,MA
117.70008513450269,104.78569266811529,132.2061217321564,2025-01-19,PB
124.46989059641867,111.7163603581981,138.6793627666507,2025-01-26,PB
132.3466081437551,119.84855253385058,146.14798691214457,2025-02-02,PB
232.20165631384143,191.0769047710753,282.17753087160764,2025-01-19,PE
250.81571489683378,209.2893539268977,300.58157120205453,2025-01-26,PE
250.50871628563718,211.1548101201403,297.1971933737739,2025-02-02,PE
76.26500676955003,47.67776307008772,121.9929561084756,2025-01-19,PI
82.17165403146008,52.71172652490765,128.09636814069046,2025-01-26,PI
87.49974675557446,57.71618834882264,132.65265606275682,2025-02-02,PI
108.17871001465828,74.28882202097549,157.528858071424,2025-01-19,RN
109.88102393621844,75.62765482936976,159.64847050345094,2025-01-26,RN
109.81144066808382,74.0687544125383,162.80215047816205,2025-02-02,RN
6327.011268530396,4225.502039915295,9473.684124150384,2025-01-19,MG
7989.22601856736,5208.243676961045,12255.135576336257,2025-01-26,MG
9589.665310852657,6337.540490033382,14510.626152021061,2025-02-02,MG
1263.2988119578117,983.4336815103652,1622.8078398158846,2025-01-19,RJ
1446.98919058868,1124.9095582647035,1861.2853827203364,2025-01-26,RJ
1360.691114556391,1051.9384139335123,1760.0653086804532,2025-02-02,RJ
