pred,lower,upper,date,state
56.43667259018205,35.28413382001103,90.26997883238415,2025-02-09,AL
59.30338696965585,35.42664790478207,99.27249440944193,2025-02-16,AL
61.172188745435356,34.90556806620884,107.20457747054213,2025-02-23,AL
1571.429275458496,1101.2419449310555,2242.3682453564843,2025-02-09,BA
1669.505859841385,1196.2164346549055,2330.054775454419,2025-02-16,BA
1751.1944199406553,1265.6298380918886,2423.048038322748,2025-02-23,BA
122.5627903349648,85.40446776508632,175.88819376535523,2025-02-09,CE
148.71608072230532,99.76308967799193,221.68993298813396,2025-02-16,CE
174.06088354681603,114.40189885241463,264.8311914838359,2025-02-23,CE
101.09424279826933,58.482760464870104,174.75313828755552,2025-02-09,MA
122.80019852989287,71.88969581316056,209.7642588191406,2025-02-16,MA
117.95401866989504,69.77714515809973,199.3940922755408,2025-02-23,MA
380.29251623025345,294.50954221009226,491.0618406977431,2025-02-09,PB
480.558559653887,370.4974286829378,623.3147962121162,2025-02-16,PB
407.8937002664905,311.5406129575778,534.0468105830715,2025-02-23,PB
315.3571041031889,286.9473854193576,346.57957577487144,2025-02-09,PE
329.89070442100115,297.8688742956087,365.35498084765396,2025-02-16,PE
333.19783310646636,298.798665430554,371.5572016590809,2025-02-23,PE
178.3184996819267,125.30880540373195,253.75301620955597,2025-02-09,PI
204.22745845546171,145.0841946785972,287.4803480804668,2025-02-16,PI
211.1965812027265,150.0504595394966,297.25997540166867,2025-02-23,PI
146.9828177680694,124.40501692867295,173.6581791667455,2025-02-09,RN
157.76047304398304,131.77210463258268,188.8743214996603,2025-02-16,RN
169.6633157061597,140.87164038981084,204.33950095813648,2025-02-23,RN
11471.502341586624,8110.847705255476,16224.613105207152,2025-02-09,MG
12525.420916578096,9786.854426156746,16030.295568528298,2025-02-16,MG
14148.919859547446,11201.668200365826,17871.617835043373,2025-02-23,MG
2027.7994915714116,1489.6197696247348,2760.4163571574795,2025-02-09,RJ
2777.17237075355,2063.0982601444725,3738.399923005507,2025-02-16,RJ
2953.2473334808574,2208.3505114527943,3949.4046653735777,2025-02-23,RJ
794.386698821945,485.04054472716075,1301.025726870314,2025-02-09,ES
699.6465047384462,348.45709410525455,1404.77906713205,2025-02-16,ES
606.0432815078672,250.15188510379684,1468.2618078549472,2025-02-23,ES
179.50269640278898,144.54124640758585,222.92057676749621,2025-02-09,AM
182.65682719383727,147.83309562037297,225.68367644952082,2025-02-16,AM
172.46186446257,138.55415014527418,214.6676563835886,2025-02-23,AM
82.90489714781754,45.692346604565195,150.42392176906685,2025-02-09,AP
82.61367759494105,45.62834439051517,149.57850908085084,2025-02-16,AP
88.02992999200853,48.63694474693454,159.32885206335533,2025-02-23,AP
2.3720005416545384,1.4067297980652462,3.999621375297306,2025-02-09,RR
2.28883430017452,1.3632848193247518,3.842749790355763,2025-02-16,RR
2.9265315426862637,1.7802305282848527,4.810942591007647,2025-02-23,RR
37.56198343587407,25.32450449523806,55.71294000647394,2025-02-09,RO
41.198471720053334,27.904059935336303,60.82677846884355,2025-02-16,RO
41.4887228101441,27.26889078890529,63.12373076492389,2025-02-23,RO
2136.8568696316297,1327.3140488124661,3440.148384911001,2025-02-09,AC
2087.9701350158766,1259.5460809382885,3461.2622362101706,2025-02-16,AC
1864.6157053200168,1171.8917113081802,2966.819967217728,2025-02-23,AC
1357.0232773576863,844.2359216639251,2181.2767356085897,2025-02-09,PA
1445.8276299892239,829.2842541201079,2520.7490980981456,2025-02-16,PA
1437.3469953742804,806.704189435787,2560.996226580177,2025-02-23,PA
614.3169170664459,433.77137046187585,870.0096416971595,2025-02-09,DF
603.0916206803657,425.2583838903305,855.2906108693423,2025-02-16,DF
592.9569683400778,417.1923270675192,842.7718907834866,2025-02-23,DF
5968.457508909358,4273.162087118097,8336.329001664662,2025-02-09,GO
6471.269587715081,4533.802082846009,9236.691260814454,2025-02-16,GO
6700.990798459932,4502.379953676026,9973.231522671207,2025-02-23,GO
2059.3124030561726,1533.0826589570381,2766.1702052425517,2025-02-09,MT
2127.0588193741332,1592.1979688039874,2841.593388337169,2025-02-16,MT
2196.208702758171,1633.374873095845,2952.9857141298753,2025-02-23,MT
270.0417217057697,172.6528639950314,422.3650264145918,2025-02-09,MS
297.50620272490755,196.32689918549326,450.8294127141893,2025-02-16,MS
396.2682745821649,267.9898264235628,585.9496516563264,2025-02-23,MS
283.6509404912494,71.72527782192083,1121.7503575424362,2025-02-09,RS
294.3470799637641,63.35487360580821,1367.5381001036594,2025-02-16,RS
289.09478906738883,57.078058104581096,1464.2368686192242,2025-02-23,RS
796.3069489172262,471.87997320802674,1343.7839978309883,2025-02-09,SC
868.3590937891723,528.2918198380239,1427.3314245099343,2025-02-16,SC
836.8955158567925,513.8398266026784,1363.0592028881006,2025-02-23,SC
2800.4322516726866,2106.267115381691,3723.374276195436,2025-02-09,PR
3309.8797191102476,2500.5779690283375,4381.108643948539,2025-02-16,PR
3995.7923016959912,2990.6934264588867,5338.680313079705,2025-02-23,PR
67172.46267925325,56230.27388985874,80243.95810758171,2025-02-09,BR
70591.7404137651,60888.28757224373,81841.58256597142,2025-02-16,BR
83843.38211700832,72360.12214124865,97148.98920563605,2025-02-23,BR
20.34256878506639,17.380207678563536,23.809848100121176,2025-02-09,SE
21.880098626805935,19.244650595613724,24.8764566309076,2025-02-16,SE
23.155976804239305,20.489277128753884,26.16975007898091,2025-02-23,SE
30494.5883488958,22691.239513555985,40981.450925722565,2025-02-09,SP
35790.294448764515,27280.5579923002,46954.50793531438,2025-02-16,SP
45657.03885746924,34210.669681563246,60933.188874576925,2025-02-23,SP
92.91364072992454,70.13727527594632,123.08639877617503,2025-02-09,TO
98.33722215109736,76.27699120874794,126.77753942771186,2025-02-16,TO
101.27514556664389,79.02442324236364,129.79095181863332,2025-02-23,TO
